ID;UrunAdi;Kategori;IlgiAlani;Marka;Fiyat;YasGrubu;PopulerlikPuan
4293;Derwent Resim Koleksiyonu;Hobi-Sanat;Resim;Derwent;3506.10;Yetiskin;32
4294;Tefal Mutfak Dekoratif Lamba;Ev-Yasam;Mutfak;Tefal;8033.41;Yasli;20
4295;Karaca Konfor Kahve Makinesi;Ev-Yasam;Konfor;Karaca;9389.14;Genc;47
4296;H&M Aksesuar Parfüm;Moda;Aksesuar;H&M;688.47;Yasli;29
4297;Huawei Ev Ofis Akıllı Saat;Teknoloji;Ev Ofis;Huawei;27658.54;Yetiskin;76
4298;Zara Sokak Stili Saat;Moda;Sokak Stili;Zara;3860.51;Genc;99
4299;Yapi Kredi Tarih Romanı/Kitabı;Kitap;Tarih;Yapi Kredi;252.31;Cocuk;52
4300;Hasbro Aksiyon Seti;Oyuncak;Aksiyon;Hasbro;4908.21;Yasli;87
4301;Tefal Mutfak Nevresim Takımı;Ev-Yasam;Mutfak;Tefal;1294.76;Yetiskin;22
4302;Columbia Ekipman Eşofman Takımı;Spor;Ekipman;Columbia;3998.09;Genc;96
4303;Lancome Bakim Cilt Serumu;Kozmetik;Bakim;Lancome;816.89;Yasli;23
4304;SteelSeries Yayincilik Koleksiyonu;Oyun;Yayincilik;SteelSeries;1263.97;Genc;5
4305;LOreal Bakim Cilt Serumu;Kozmetik;Bakim;LOreal;417.52;Cocuk;76
4306;Hot Wheels Egitici Koleksiyonu;Oyuncak;Egitici;Hot Wheels;1882.32;Genc;74
4307;Sephora Bakim Nemlendirici;Kozmetik;Bakim;Sephora;1670.31;Yetiskin;57
4308;Nivea Parfum Cilt Serumu;Kozmetik;Parfum;Nivea;1881.98;Yetiskin;27
4309;Zara Aksesuar Parfüm;Moda;Aksesuar;Zara;4200.98;Yetiskin;62
4310;Gucci Sokak Stili Ceket;Moda;Sokak Stili;Gucci;3490.88;Yasli;61
4311;Columbia Ekipman Eşofman Takımı;Spor;Ekipman;Columbia;6017.72;Yasli;65
4312;HP Mobil Yasam Bilgisayar;Teknoloji;Mobil Yasam;HP;10391.52;Cocuk;64
4313;Bosch Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Bosch;14943.48;Genc;53
4314;LEGO Aksiyon Paketi;Oyuncak;Aksiyon;LEGO;1559.23;Yetiskin;55
4315;JBL Studyo Amfi;Muzik;Studyo;JBL;15541.67;Cocuk;62
4316;LG Mobil Yasam Bilgisayar;Teknoloji;Mobil Yasam;LG;27466.29;Yetiskin;41
4317;Liquitex Kirtasiye Paketi;Hobi-Sanat;Kirtasiye;Liquitex;2742.71;Genc;54
4318;Chanel Makyaj Nemlendirici;Kozmetik;Makyaj;Chanel;1413.95;Cocuk;99
4319;Ikea Dekorasyon Dekoratif Lamba;Ev-Yasam;Dekorasyon;Ikea;4481.62;Genc;3
4320;Canson Resim Koleksiyonu;Hobi-Sanat;Resim;Canson;2866.46;Yasli;67
4321;Chanel Parfum Nemlendirici;Kozmetik;Parfum;Chanel;1908.13;Yasli;66
4322;Corsair E-Spor Seti;Oyun;E-Spor;Corsair;4712.69;Yetiskin;19
4323;Pebeo El Sanatlari Koleksiyonu;Hobi-Sanat;El Sanatlari;Pebeo;1096.84;Cocuk;36
4324;Continental Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Continental;3517.21;Cocuk;92
4325;Dell Yazilim Tablet;Teknoloji;Yazilim;Dell;38998.52;Yasli;7
4326;Yamaha Studyo Amfi;Muzik;Studyo;Yamaha;5585.32;Yetiskin;38
4327;Chanel Bakim Nemlendirici;Kozmetik;Bakim;Chanel;931.27;Genc;35
4328;Marshall Analog Amfi;Muzik;Analog;Marshall;24239.54;Yetiskin;11
4329;Gibson Sahne DJ Ekipmanı;Muzik;Sahne;Gibson;12514.34;Cocuk;89
4330;Nvidia Yayincilik Koleksiyonu;Oyun;Yayincilik;Nvidia;4503.14;Genc;33
4331;Karaca Mutfak Kahve Makinesi;Ev-Yasam;Mutfak;Karaca;7748.23;Yasli;69
4332;LOreal Makyaj Nemlendirici;Kozmetik;Makyaj;LOreal;1953.85;Yetiskin;39
4333;Yamaha Analog Amfi;Muzik;Analog;Yamaha;11228.37;Yasli;76
4334;Maybelline Makyaj Cilt Serumu;Kozmetik;Makyaj;Maybelline;1460.52;Cocuk;42
4335;MAC Makyaj Ruj;Kozmetik;Makyaj;MAC;1676.10;Genc;19
4336;Pioneer Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;Pioneer;14416.81;Genc;78
4337;Decathlon Ekipman Spor Çantası;Spor;Ekipman;Decathlon;1644.43;Genc;3
4338;Melissa Doug Aksiyon Seti;Oyuncak;Aksiyon;Melissa Doug;3285.08;Genc;40
4339;Dior Bakim Nemlendirici;Kozmetik;Bakim;Dior;1160.72;Yasli;19
4340;HP Yazilim Tablet;Teknoloji;Yazilim;HP;17146.57;Cocuk;10
4341;Everest Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Everest;97.13;Genc;47
4342;Castrol Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Castrol;2392.88;Yasli;83
4343;LEGO Klasik Koleksiyonu;Oyuncak;Klasik;LEGO;481.56;Cocuk;94
4344;Fender Analog Enstrüman;Muzik;Analog;Fender;11616.70;Cocuk;49
4345;Hasbro Klasik Paketi;Oyuncak;Klasik;Hasbro;4684.43;Yetiskin;70
4346;Samsung Mobil Yasam Bilgisayar;Teknoloji;Mobil Yasam;Samsung;17437.20;Yasli;98
4347;Prada Aksesuar Çanta;Moda;Aksesuar;Prada;4754.40;Genc;91
4348;Gibson Analog Enstrüman;Muzik;Analog;Gibson;20693.72;Yasli;12
4349;Yapi Kredi Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Yapi Kredi;247.50;Cocuk;31
4350;Xiaomi Ev Ofis Tablet;Teknoloji;Ev Ofis;Xiaomi;8378.71;Yetiskin;82
4351;Xiaomi Ev Ofis Akıllı Saat;Teknoloji;Ev Ofis;Xiaomi;8992.55;Yasli;43
4352;Under Armour Ekipman Eşofman Takımı;Spor;Ekipman;Under Armour;7628.66;Yasli;81
4353;Spin Master Klasik Paketi;Oyuncak;Klasik;Spin Master;197.41;Cocuk;96
4354;Is Bankasi Yayinlari Tarih Romanı/Kitabı;Kitap;Tarih;Is Bankasi Yayinlari;478.34;Yetiskin;74
4355;Apple Ev Ofis Tablet;Teknoloji;Ev Ofis;Apple;3685.80;Cocuk;27
4356;Ithaki Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Ithaki;164.91;Cocuk;94
4357;Sennheiser Analog Enstrüman;Muzik;Analog;Sennheiser;6657.46;Yasli;79
4358;Decathlon Outdoor Koşu Ayakkabısı;Spor;Outdoor;Decathlon;562.79;Yasli;23
4359;Pegasus Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Pegasus;354.18;Yasli;30
4360;Faber-Castell Resim Paketi;Hobi-Sanat;Resim;Faber-Castell;1313.11;Genc;70
4361;Derwent El Sanatlari Paketi;Hobi-Sanat;El Sanatlari;Derwent;1949.62;Yasli;86
4362;Is Bankasi Yayinlari Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Is Bankasi Yayinlari;248.61;Genc;84
4363;Everest Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Everest;79.94;Yasli;11
4364;Prada Aksesuar Ceket;Moda;Aksesuar;Prada;2289.92;Yetiskin;2
4365;LG Ev Ofis Bilgisayar;Teknoloji;Ev Ofis;LG;37811.68;Yetiskin;75
4366;Lancome Bakim Cilt Serumu;Kozmetik;Bakim;Lancome;1437.51;Yetiskin;82
4367;Huawei Mobil Yasam Kulaklık;Teknoloji;Mobil Yasam;Huawei;25013.87;Yetiskin;47
4368;Logitech E-Spor Paketi;Oyun;E-Spor;Logitech;186.40;Genc;2
4369;Nvidia E-Spor Paketi;Oyun;E-Spor;Nvidia;1916.72;Yasli;79
4370;Zowie Yayincilik Paketi;Oyun;Yayincilik;Zowie;3652.94;Cocuk;28
4371;Nvidia Retro Paketi;Oyun;Retro;Nvidia;2432.10;Yasli;59
4372;Prada Sokak Stili Parfüm;Moda;Sokak Stili;Prada;3956.01;Cocuk;63
4373;Derwent El Sanatlari Koleksiyonu;Hobi-Sanat;El Sanatlari;Derwent;3328.88;Yasli;20
4374;Zowie E-Spor Paketi;Oyun;E-Spor;Zowie;1007.90;Yasli;13
4375;Bosch Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;Bosch;6428.84;Yasli;18
4376;Liquitex Kirtasiye Koleksiyonu;Hobi-Sanat;Kirtasiye;Liquitex;502.90;Yasli;65
4377;SteelSeries E-Spor Koleksiyonu;Oyun;E-Spor;SteelSeries;1641.21;Yasli;91
4378;Huawei Ev Ofis Bilgisayar;Teknoloji;Ev Ofis;Huawei;34349.97;Yasli;78
4379;Spin Master Klasik Paketi;Oyuncak;Klasik;Spin Master;2106.69;Cocuk;82
4380;Sennheiser Studyo Enstrüman;Muzik;Studyo;Sennheiser;21162.81;Genc;62
4381;Chanel Parfum Göz Kalemi;Kozmetik;Parfum;Chanel;280.04;Cocuk;21
4382;Meguiars Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Meguiars;3344.19;Yetiskin;72
4383;Burberry Klasik Parfüm;Moda;Klasik;Burberry;1432.14;Yasli;7
4384;Melissa Doug Egitici Koleksiyonu;Oyuncak;Egitici;Melissa Doug;1080.68;Yetiskin;89
4385;Casio Sahne Amfi;Muzik;Sahne;Casio;19870.31;Cocuk;41
4386;H&M Sokak Stili Gözlük;Moda;Sokak Stili;H&M;4904.95;Genc;23
4387;LOreal Makyaj Nemlendirici;Kozmetik;Makyaj;LOreal;790.80;Cocuk;59
4388;Huawei Ev Ofis Bilgisayar;Teknoloji;Ev Ofis;Huawei;29036.61;Cocuk;82
4389;Dogan Kitap Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Dogan Kitap;193.08;Yetiskin;42
4390;Nvidia Yayincilik Koleksiyonu;Oyun;Yayincilik;Nvidia;1865.32;Yasli;47
4391;Spalding Ekipman Eşofman Takımı;Spor;Ekipman;Spalding;1869.69;Genc;11
4392;Logitech E-Spor Koleksiyonu;Oyun;E-Spor;Logitech;2819.73;Yasli;80
4393;Pioneer Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;Pioneer;1628.60;Cocuk;54
4394;Decathlon Ekipman Eşofman Takımı;Spor;Ekipman;Decathlon;7185.89;Cocuk;46
4395;Metis Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Metis;298.75;Cocuk;11
4396;Spalding Fitness Eşofman Takımı;Spor;Fitness;Spalding;683.99;Yasli;22
4397;HyperX Yayincilik Seti;Oyun;Yayincilik;HyperX;3743.30;Yetiskin;11
4398;H&M Aksesuar Gözlük;Moda;Aksesuar;H&M;2010.68;Cocuk;54
4399;Adidas Aksesuar Saat;Moda;Aksesuar;Adidas;1013.00;Cocuk;38
4400;Everest Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Everest;242.29;Yetiskin;100
4401;Spalding Fitness Spor Çantası;Spor;Fitness;Spalding;1553.99;Cocuk;4
4402;Casio Studyo Enstrüman;Muzik;Studyo;Casio;21387.14;Yetiskin;21
4403;Salomon Ekipman Eşofman Takımı;Spor;Ekipman;Salomon;6588.63;Cocuk;51
4404;Asus Ev Ofis Tablet;Teknoloji;Ev Ofis;Asus;5371.98;Yetiskin;10
4405;Castrol Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Castrol;11993.15;Yasli;38
4406;Marshall Studyo DJ Ekipmanı;Muzik;Studyo;Marshall;21595.98;Cocuk;29
4407;MGA Entertainment Klasik Koleksiyonu;Oyuncak;Klasik;MGA Entertainment;4178.02;Yetiskin;30
4408;Derwent El Sanatlari Seti;Hobi-Sanat;El Sanatlari;Derwent;2813.22;Yetiskin;47
4409;Burberry Aksesuar Gözlük;Moda;Aksesuar;Burberry;4107.01;Yasli;55
4410;Columbia Fitness Koşu Ayakkabısı;Spor;Fitness;Columbia;7657.29;Yasli;7
4411;Is Bankasi Yayinlari Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Is Bankasi Yayinlari;305.51;Yetiskin;13
4412;Mattel Egitici Seti;Oyuncak;Egitici;Mattel;2421.36;Yasli;17
4413;MGA Entertainment Klasik Koleksiyonu;Oyuncak;Klasik;MGA Entertainment;2238.22;Cocuk;62
4414;MGA Entertainment Aksiyon Paketi;Oyuncak;Aksiyon;MGA Entertainment;4950.49;Yasli;25
4415;Yamaha Sahne Pikap;Muzik;Sahne;Yamaha;16966.19;Yasli;8
4416;North Face Fitness Eşofman Takımı;Spor;Fitness;North Face;1340.64;Yetiskin;33
4417;Sennheiser Studyo DJ Ekipmanı;Muzik;Studyo;Sennheiser;14004.88;Yasli;2
4418;Meguiars Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;Meguiars;9187.82;Genc;51
4419;Melissa Doug Egitici Koleksiyonu;Oyuncak;Egitici;Melissa Doug;3985.88;Cocuk;82
4420;Maybelline Bakim Nemlendirici;Kozmetik;Bakim;Maybelline;1831.18;Yetiskin;60
4421;Zara Aksesuar Saat;Moda;Aksesuar;Zara;899.82;Yetiskin;25
4422;Canson El Sanatlari Paketi;Hobi-Sanat;El Sanatlari;Canson;190.22;Yetiskin;66
4423;Pebeo El Sanatlari Paketi;Hobi-Sanat;El Sanatlari;Pebeo;887.72;Cocuk;9
4424;Ikea Dekorasyon Kahve Makinesi;Ev-Yasam;Dekorasyon;Ikea;5090.76;Yasli;86
4425;Daler Rowney Resim Seti;Hobi-Sanat;Resim;Daler Rowney;1922.68;Cocuk;19
4426;Fisher-Price Klasik Koleksiyonu;Oyuncak;Klasik;Fisher-Price;4876.33;Yasli;57
4427;Faber-Castell Kirtasiye Paketi;Hobi-Sanat;Kirtasiye;Faber-Castell;297.77;Yetiskin;23
4428;Castelli Fitness Spor Çantası;Spor;Fitness;Castelli;7695.00;Yasli;86
4429;Spin Master Aksiyon Koleksiyonu;Oyuncak;Aksiyon;Spin Master;2771.99;Yasli;83
4430;Maybelline Makyaj Göz Kalemi;Kozmetik;Makyaj;Maybelline;1725.70;Genc;54
4431;Moleskine Kirtasiye Koleksiyonu;Hobi-Sanat;Kirtasiye;Moleskine;2634.78;Yetiskin;30
4432;Spalding Outdoor Eşofman Takımı;Spor;Outdoor;Spalding;2918.24;Genc;58
4433;HyperX Retro Paketi;Oyun;Retro;HyperX;250.79;Yasli;62
4434;Daler Rowney Resim Paketi;Hobi-Sanat;Resim;Daler Rowney;1387.21;Yasli;67
4435;HyperX Retro Seti;Oyun;Retro;HyperX;597.89;Cocuk;74
4436;Razer Retro Seti;Oyun;Retro;Razer;1910.63;Yasli;64
4437;Apple Mobil Yasam Tablet;Teknoloji;Mobil Yasam;Apple;3058.79;Cocuk;87
4438;Michelin Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;Michelin;4573.66;Yetiskin;72
4439;Castelli Outdoor Spor Çantası;Spor;Outdoor;Castelli;5685.97;Yasli;62
4440;Hasbro Egitici Koleksiyonu;Oyuncak;Egitici;Hasbro;3238.69;Yetiskin;67
4441;Asus Yazilim Kulaklık;Teknoloji;Yazilim;Asus;28158.80;Yetiskin;73
4442;Puma Aksesuar Saat;Moda;Aksesuar;Puma;4224.49;Cocuk;34
4443;Everest Tarih Romanı/Kitabı;Kitap;Tarih;Everest;458.69;Yetiskin;76
4444;Winsor Newton Kirtasiye Seti;Hobi-Sanat;Kirtasiye;Winsor Newton;2241.62;Cocuk;70
4445;Corsair Yayincilik Seti;Oyun;Yayincilik;Corsair;559.07;Cocuk;30
4446;Gibson Analog DJ Ekipmanı;Muzik;Analog;Gibson;23930.41;Yasli;55
4447;VTech Aksiyon Seti;Oyuncak;Aksiyon;VTech;3849.04;Cocuk;64
4448;MSI Yayincilik Seti;Oyun;Yayincilik;MSI;1482.25;Yasli;4
4449;HyperX Retro Seti;Oyun;Retro;HyperX;225.59;Cocuk;32
4450;Sparco Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Sparco;11295.76;Genc;95
4451;Apple Yazilim Akıllı Telefon;Teknoloji;Yazilim;Apple;35753.66;Yetiskin;78
4452;Pegasus Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Pegasus;275.88;Genc;59
4453;LOreal Makyaj Ruj;Kozmetik;Makyaj;LOreal;1696.84;Genc;89
4454;Fender Analog Enstrüman;Muzik;Analog;Fender;5384.56;Yasli;12
4455;Mizuno Fitness Koşu Ayakkabısı;Spor;Fitness;Mizuno;2587.65;Yasli;28
4456;Nvidia Yayincilik Seti;Oyun;Yayincilik;Nvidia;4883.00;Yasli;13
4457;Nivea Makyaj Göz Kalemi;Kozmetik;Makyaj;Nivea;1427.20;Yetiskin;52
4458;Sennheiser Studyo Enstrüman;Muzik;Studyo;Sennheiser;4822.36;Genc;8
4459;Reebok Fitness Spor Çantası;Spor;Fitness;Reebok;5555.69;Genc;73
4460;Logitech Yayincilik Koleksiyonu;Oyun;Yayincilik;Logitech;3261.13;Cocuk;13
4461;Levi's Aksesuar Parfüm;Moda;Aksesuar;Levi's;5283.03;Yasli;13
4462;Fender Studyo Enstrüman;Muzik;Studyo;Fender;5482.87;Yasli;75
4463;Puma Aksesuar Parfüm;Moda;Aksesuar;Puma;1094.67;Yasli;3
4464;HP Mobil Yasam Akıllı Telefon;Teknoloji;Mobil Yasam;HP;17639.10;Yasli;13
4465;Michelin Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Michelin;14593.72;Yasli;62
4466;Philips Konfor Nevresim Takımı;Ev-Yasam;Konfor;Philips;4905.18;Genc;19
4467;Lenovo Ev Ofis Tablet;Teknoloji;Ev Ofis;Lenovo;6109.20;Yasli;2
4468;Ikea Dekorasyon Nevresim Takımı;Ev-Yasam;Dekorasyon;Ikea;11382.80;Genc;17
4469;Reebok Outdoor Antrenman Ekipmanı;Spor;Outdoor;Reebok;1274.56;Yetiskin;43
4470;Razer E-Spor Seti;Oyun;E-Spor;Razer;1848.32;Cocuk;73
4471;Casio Studyo Amfi;Muzik;Studyo;Casio;23146.31;Genc;22
4472;Nike Klasik Parfüm;Moda;Klasik;Nike;2278.35;Genc;97
4473;Zowie E-Spor Seti;Oyun;E-Spor;Zowie;2028.77;Cocuk;55
4474;Sony Mobil Yasam Tablet;Teknoloji;Mobil Yasam;Sony;41074.08;Yasli;36
4475;Dogan Kitap Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Dogan Kitap;322.91;Cocuk;29
4476;Fisher-Price Egitici Paketi;Oyuncak;Egitici;Fisher-Price;458.62;Yetiskin;100
4477;Pasabahce Konfor Robot Süpürge;Ev-Yasam;Konfor;Pasabahce;5546.88;Genc;30
4478;Columbia Fitness Koşu Ayakkabısı;Spor;Fitness;Columbia;3738.45;Yetiskin;90
4479;Prismacolor Resim Seti;Hobi-Sanat;Resim;Prismacolor;4800.93;Cocuk;32
4480;Winsor Newton Kirtasiye Seti;Hobi-Sanat;Kirtasiye;Winsor Newton;2113.09;Genc;87
4481;Decathlon Ekipman Antrenman Ekipmanı;Spor;Ekipman;Decathlon;1540.25;Yasli;55
4482;LEGO Egitici Paketi;Oyuncak;Egitici;LEGO;4343.27;Genc;83
4483;Karaca Konfor Dekoratif Lamba;Ev-Yasam;Konfor;Karaca;3650.16;Cocuk;71
4484;Zowie Retro Koleksiyonu;Oyun;Retro;Zowie;1544.27;Yetiskin;59
4485;Pioneer Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;Pioneer;14397.37;Cocuk;55
4486;Hasbro Aksiyon Paketi;Oyuncak;Aksiyon;Hasbro;1405.97;Genc;25
4487;Zara Aksesuar Saat;Moda;Aksesuar;Zara;3380.34;Genc;60
4488;Hasbro Egitici Koleksiyonu;Oyuncak;Egitici;Hasbro;3552.84;Cocuk;50
4489;Pegasus Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Pegasus;255.38;Cocuk;62
4490;Mizuno Outdoor Eşofman Takımı;Spor;Outdoor;Mizuno;1643.68;Cocuk;17
4491;Can Yayinlari Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Can Yayinlari;128.95;Genc;92
4492;Zara Sokak Stili Çanta;Moda;Sokak Stili;Zara;5539.84;Yetiskin;58
4493;Logitech Yayincilik Paketi;Oyun;Yayincilik;Logitech;620.41;Yetiskin;40
4494;Liquitex El Sanatlari Koleksiyonu;Hobi-Sanat;El Sanatlari;Liquitex;1227.07;Genc;35
4495;English Home Mutfak Dekoratif Lamba;Ev-Yasam;Mutfak;English Home;7911.83;Cocuk;53
4496;Nivea Makyaj Cilt Serumu;Kozmetik;Makyaj;Nivea;1349.19;Yasli;27
4497;Lacoste Klasik Parfüm;Moda;Klasik;Lacoste;2231.92;Yasli;22
4498;Decathlon Outdoor Eşofman Takımı;Spor;Outdoor;Decathlon;1201.17;Yetiskin;81
4499;Moleskine Resim Seti;Hobi-Sanat;Resim;Moleskine;204.14;Genc;82
4500;Reeves Resim Paketi;Hobi-Sanat;Resim;Reeves;228.06;Yasli;33
4501;Pegasus Tarih Romanı/Kitabı;Kitap;Tarih;Pegasus;399.41;Cocuk;96
4502;Continental Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Continental;5795.66;Yasli;17
4503;Casio Analog Amfi;Muzik;Analog;Casio;7156.20;Yetiskin;9
4504;Pioneer Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Pioneer;10252.90;Cocuk;25
4505;Clinique Parfum Ruj;Kozmetik;Parfum;Clinique;1668.80;Yasli;52
4506;MGA Entertainment Egitici Koleksiyonu;Oyuncak;Egitici;MGA Entertainment;1533.43;Yasli;6
4507;Goodyear Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Goodyear;7731.82;Genc;69
4508;Burberry Sokak Stili Çanta;Moda;Sokak Stili;Burberry;1794.76;Yasli;64
4509;Daler Rowney Kirtasiye Paketi;Hobi-Sanat;Kirtasiye;Daler Rowney;2122.79;Yasli;40
4510;MSI E-Spor Paketi;Oyun;E-Spor;MSI;2157.30;Yetiskin;67
4511;Bridgestone Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;Bridgestone;12030.06;Yasli;56
4512;Xiaomi Ev Ofis Bilgisayar;Teknoloji;Ev Ofis;Xiaomi;18308.64;Yetiskin;78
4513;Nike Aksesuar Gözlük;Moda;Aksesuar;Nike;1364.94;Cocuk;67
4514;Nintendo Retro Koleksiyonu;Oyun;Retro;Nintendo;2148.09;Yetiskin;7
4515;Burberry Klasik Çanta;Moda;Klasik;Burberry;5791.57;Yetiskin;21
4516;Bosch Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;Bosch;7913.57;Yetiskin;38
4517;North Face Ekipman Spor Çantası;Spor;Ekipman;North Face;7611.02;Cocuk;1
4518;LG Ev Ofis Bilgisayar;Teknoloji;Ev Ofis;LG;18163.48;Genc;19
4519;Prada Klasik Gözlük;Moda;Klasik;Prada;1278.26;Genc;90
4520;Bosch Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;Bosch;3861.68;Genc;17
4521;Michelin Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;Michelin;14689.96;Genc;26
4522;Roland Analog Pikap;Muzik;Analog;Roland;22846.40;Genc;89
4523;Fender Studyo Enstrüman;Muzik;Studyo;Fender;20225.20;Yasli;19
4524;Moleskine Resim Koleksiyonu;Hobi-Sanat;Resim;Moleskine;3156.05;Yasli;8
4525;Canson Resim Seti;Hobi-Sanat;Resim;Canson;3125.51;Yasli;2
4526;Arzum Konfor Robot Süpürge;Ev-Yasam;Konfor;Arzum;7278.81;Genc;2
4527;MSI Yayincilik Seti;Oyun;Yayincilik;MSI;3196.67;Yetiskin;25
4528;Clinique Parfum Nemlendirici;Kozmetik;Parfum;Clinique;889.24;Yetiskin;61
4529;HP Mobil Yasam Tablet;Teknoloji;Mobil Yasam;HP;35415.95;Yetiskin;39
4530;Gibson Analog DJ Ekipmanı;Muzik;Analog;Gibson;11000.22;Cocuk;100
4531;Playmobil Klasik Seti;Oyuncak;Klasik;Playmobil;700.76;Yetiskin;22
4532;Bosch Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;Bosch;11660.03;Genc;11
4533;Dior Bakim Cilt Serumu;Kozmetik;Bakim;Dior;1700.63;Yetiskin;23
4534;Iletisim Tarih Romanı/Kitabı;Kitap;Tarih;Iletisim;340.30;Genc;8
4535;Metis Tarih Romanı/Kitabı;Kitap;Tarih;Metis;282.45;Genc;100
4536;Zowie Retro Paketi;Oyun;Retro;Zowie;207.75;Genc;19
4537;Bosch Mutfak Kahve Makinesi;Ev-Yasam;Mutfak;Bosch;8446.58;Yetiskin;11
4538;Chanel Parfum Nemlendirici;Kozmetik;Parfum;Chanel;1113.42;Genc;2
4539;Pebeo Kirtasiye Seti;Hobi-Sanat;Kirtasiye;Pebeo;4631.31;Yasli;23
4540;Chanel Bakim Ruj;Kozmetik;Bakim;Chanel;1709.90;Yetiskin;91
4541;Castrol Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;Castrol;13191.53;Genc;46
4542;Sennheiser Analog DJ Ekipmanı;Muzik;Analog;Sennheiser;24649.04;Yasli;71
4543;Bosch Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Bosch;800.73;Genc;20
4544;MGA Entertainment Egitici Paketi;Oyuncak;Egitici;MGA Entertainment;4254.55;Yetiskin;20
4545;Dell Ev Ofis Akıllı Telefon;Teknoloji;Ev Ofis;Dell;23516.26;Yetiskin;86
4546;Madame Coco Konfor Robot Süpürge;Ev-Yasam;Konfor;Madame Coco;7797.69;Yasli;73
4547;Michelin Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;Michelin;2384.03;Genc;88
4548;Levi's Klasik Gözlük;Moda;Klasik;Levi's;953.69;Yasli;95
4549;Sony Yazilim Akıllı Saat;Teknoloji;Yazilim;Sony;28343.79;Genc;90
4550;Logitech E-Spor Seti;Oyun;E-Spor;Logitech;1396.55;Cocuk;1
4551;Dell Ev Ofis Tablet;Teknoloji;Ev Ofis;Dell;24443.68;Cocuk;5
4552;Mattel Aksiyon Seti;Oyuncak;Aksiyon;Mattel;4898.63;Cocuk;12
4553;Michelin Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;Michelin;8628.90;Yetiskin;72
4554;Canson El Sanatlari Paketi;Hobi-Sanat;El Sanatlari;Canson;2767.67;Yetiskin;45
4555;Melissa Doug Egitici Koleksiyonu;Oyuncak;Egitici;Melissa Doug;350.95;Cocuk;25
4556;Hasbro Klasik Koleksiyonu;Oyuncak;Klasik;Hasbro;2188.87;Cocuk;8
4557;Karaca Dekorasyon Dekoratif Lamba;Ev-Yasam;Dekorasyon;Karaca;795.00;Yasli;44
4558;Decathlon Fitness Antrenman Ekipmanı;Spor;Fitness;Decathlon;3564.00;Cocuk;33
4559;Bridgestone Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Bridgestone;8430.61;Genc;6
4560;MAC Parfum Nemlendirici;Kozmetik;Parfum;MAC;1426.51;Yetiskin;53
4561;Columbia Ekipman Eşofman Takımı;Spor;Ekipman;Columbia;1234.37;Cocuk;11
4562;Yamaha Analog Amfi;Muzik;Analog;Yamaha;22247.06;Yetiskin;4
4563;Pegasus Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Pegasus;363.69;Genc;28
4564;SteelSeries Yayincilik Seti;Oyun;Yayincilik;SteelSeries;4574.72;Yetiskin;54
4565;Spin Master Aksiyon Koleksiyonu;Oyuncak;Aksiyon;Spin Master;441.53;Cocuk;14
